singer,lyrics,label,score
Cem Karaca,Bir gün belki hayattan Geçmişteki günlerden Bir teselli ararsan Bak o zaman resmime Ve akan o yaşları Benden sana son kalan  Bir küçük resim şimdi Cevap veremez ama Ağlar yalnızlığına Ve işte arda kalan Bir avuç anı şimdi Koyup da bir başıma  Bırakıp gittin beni Bir gün belki hayattan Geçmişteki günlerden Bir teselli ararsan Bak o zaman resmime Sen yalnız değilsin Biliyorum nerdesin Bu üzerdi beni Yaşasaydım ve görseydim,positive,0.7894607782363892
Cem Karaca,Bir dolu şey söylendi analar için  Ana gibi yar Bağdat gibi diyar dediler  Ama hep analar için  Uzakta çok uzakta bulutların orada  Oradasın babam bulutların orada yukarlarda  Daha dün geçmişten bahseder  Kahvemi içerdin aynı köşende  Şimdi ise ne kaldı geriye senden  Bir kara ıslak tümsek birde taş bana  Bir avuç altın öğüt mirasın bana  Ellerinle anlatır dilinle söylerdin  Gözlerinle sever belli etmezdin  Biliyor ve inanıyorum şimdi yukarda  Koruyor ve gözetliyorsun beni hala  Bir dolu şey söylendi analar için  Bu da benim ağıtım olsun ardından baba,positive,0.9925786852836608
Cem Karaca,Dertlerimi düğümledim tellere  Sazım üşür sızlar aklım balacan  Kışlarımı serdim gurbet ellere  Yazım üşür sızlar aklım balacan  Hasretindir çile çile ördüğüm  Sılam ırak yollarımız kördüğüm  Sen değilsin vatan değil gördüğüm  Gözüm üşür sızlar aklım balacan  Oy balacan  Yazım üşür gözüm üşür özüm üşür  Sözüm üşür közüm üşür sızlar aklım balacan  Kabul olmaz niyazında gurbedin  Kart karayız beyazında gurbedin Kan munduran ayazında gurbedin  Özüm üşür sızlar aklım balacan  Yaz günümde kar yağıyor kar desem  Yarar mısın şu bağrımı yar desem  Vatan desem sıla desem yar desem  Sözüm üşür sızlar aklım balacan  Gülüşüm yok dudağımda güllenne  Bakışım yok gözlerimde tüllenen  Hasretinle yüreğimde küllenen  Közüm üşür sızlar aklım balacan  Oy balacan  Yazım üşür gözüm üşür özüm üşür  Sözüm üşür közüm üşür sızlar aklım balacan,negative,0.8623248338699341
Cem Karaca,Şu gördüğün dağlarda  Hep atlılar yaşardı  Mertliğe silah atıp  Korku dehşet saçardı  Evleri namusları ocakları  Yakıp yıkarlardı  Fadimenin Hasanı askere gidiyordu  Kızanlar silah atıp hep eğleniyorlardı  Gece yolda çevirdiler  Üç el ateş Hasanı vurdular  Fatma Hasanı buldu  Canım sana ne oldu Beni saran kolların  Öpem dudağın soldu  Ah o kötü atlılar  Seni benden aldılar  Bu aşk böyle biter mi  Ömür böyle yiter mi  Canım benim  Neredesin Seviyordum  Sana varamadım  Ben artık yaşayamam  Kendimi vuracağım,positive,0.6240715980529785
Cem Karaca,Toprağın altında filiz  Filizin üstünde taş  Zorla yüreğim zorla  Filizi bizden sorarlar  Göğün yüzünde güneş  Güneşin gözünde bulut  Es yüreğim es yüreğim  Güneşi bizden sorarlar  Dağın yücesinde kar  Ovalarda hasret yanar  Ak yüreğim ak yüreğim Suları bizden sorarlar  Ekin bitmez ekmeyince  Yarın GeLmez gitmeyince Koş yüreğim koş yüreğim  Yarını bizden sorarlar  Barış bahçesinin gülü  Uzanmış hoyrat eli  BAT dikenim Bat dikenim  Barışı bizden sorarlar,negative,0.9747413992881776
Cem Karaca,Bedava yaşıyoruz dostlar bedava  Hava bedava bulut bedava  Dere tepe bedava yağmur çamur bedava  Bedava yaşıyoruz dostlar bedava  Otomobillerin dışı  Sinemaların kapısı  Camekanlar onlar bedava  Peynir ekmek değil ama  Acı su bedava  Kelle fiyatına hürriyet  Esirlik bedava  Bedava yaşıyoruz dostlar bedava,positive,0.9897261261940002
Cem Karaca,Bekle beni bekle beni Bekle beni geleceğim Bütün gücünle bekle Karlar tozarken bekle Ortalık ağarırken Kimseler beklemezken Soluk sıkıntılarla ağırlaşan yağmurlar içinde Tek bir haber bile çıkmasa uzaklardan Saçma da olsa bekleyişin Yalnız sen olsan bile bekleyen beni Bekle yine bekle bekle beni Bekle beni bekle beni Bekle beni geleceğim,positive,0.9866901636123656
Cem Karaca,BEN SUYUMU KAZANDIM DA İÇTİM EKMEĞİMİ BÖLDÜM DE YEDİM ALKIŞI DUYDUM İHANETİ GÖRDÜM SESİMDE OLDU SESSİZLİĞİMDE SEVİŞTİĞİM DE OLDU BENİM SENDE BAŞINI ALIP GİTME NE OLUR NE OLUR TUT ELLERİMİ HAYATTA HİÇBİR ŞEYİM  AZ OLMADI SENİN KADAR VE HİÇBİR ŞEYİ ÖZLEMEDİM  SENİ ÖZLEDİĞİM KADAR SENDE BAŞINI ALIP GİTME NE OLUR NE OLUR TUT ELLERİMİ     NE OLURNE OLUR,positive,0.8969820141792297
Cem Karaca,Beni siz delirttiniz evet evetevet siz siz  Kırmızı ışıkta geçen şoförler ve boşverli türküler  Sahil yolundaki kazalar denize düşen şu uçak  Beyaz camda hayvanlar ve reklamlar  Yeşilçamda baldır bacak  Beni siz delirttiniz evet evet evet siz delirttiniz beni  Uçaklar rüşvetler ve mobilyalar ve ahlak üstüne nutuklar  Günden güne ufalan ekmekler pasta yesin efendiler ama  Gaz tenekesi ile su kuyrukları ve bir başbuğun buyrukları  Beni siz delirttiniz evet evet evet  Siz delirttiniz beni hiç kuşkum yok bundan eminim  Darılmaca yok ben bir deliyim ama beni siz delirttiniz  Gelin katılın sizde bize bizde herkese yer var  Dostlarım hep Napolyon hepsi Sezar  Bol miktarda Hitler de çıkar,negative,0.9899231791496276
Cem Karaca,Beyaz atlı şimdi geçti buradan  Süvarisi can evinden vurulmuş  Çıksın dağlar taşlar gayri aradan  Beyaz atın süvarisi vurulmuş  Dağlar taşlar bu hasretten eridi  Yollarını kara duman bürüdü  Hak yoluna beyaz atlı bürüdü  Beyaz atlı şimdi geçti buradan  Elleri elime değmez olaydı  Gözleri gözüme görmez olaydı  Bu gönül o gönlü sevmez olaydı  Beyaz atlı şimdi geçti buradan,negative,0.7141681909561157
Cem Karaca,Deprem sonrasıdır  Yalnız sağlam binalar ayakta kalır bidanem  En iyisi çifte su verilmişidir çeliğin  Ben yüreğimin dalında oymuşum teknemin omurgasını  Bu fırtınayada dayanır bidanem  Bir ilk ekim haftası İstanbulda  Elele olabilmek ümidi  Adam olana sevdayı gurbettede yaşatır  Adam olana sevdayı yad elde de yaşatır bidanem,positive,0.9857926964759828
Cem Karaca,Bindik Bir Alamete Bindik Bi Alamete Gedeyoz Gıyamete  Amanieyynn Yol dediğin yol gibi Ulaşmalı bir yere Biz dön baba dönelim Geliyoz aynı yere Bu döngü kısır döngü Başı varda sonu yok Dönüyom dönemiyom Sonunda bir cıgış yok Amanieyynn Bindik Bi Alamete Gedeyoz Gıyamete  Amaneeinn Yerel ve genel seçim Seçin bakalım seçin Ki dön baba dönelim Aynı yere gelelim Çete çeteye çatmış Çete çete içinde Battık buruna kadar Cafer getir peçete Amanieyynn Bindik Bi Alamete Gedeyoz Gıyamete  Nush ile uslanmam ben Etmeli beni tekdir Tekdirden anlamazsam Artık hakkım kötektir Eskiden adam gibi Oturur meze yerdik Şimdi meze yer gibi Oturup adam yiyoz gariiee O zaman siz buna Müstehaksınız len Köy kahvesi sohbeti Gahve köşesinde üç beş tane başbakan oturuvemişlee Amanieyynn Vallahül azim biz cihana bedeliz Va mı bize yan bakan hee Eee essah deyon be Hüseyin ağa Hakkaten sence ne oluvecek bu işlee Valla nolcek olecee bişey yok Dönecez dönecez aynı yere geleceez Yavv ben şimdi deyom ki yaniii Bu esas tütün tütün meselesi  Tütün tütünün baş fiyatı ne olcek Bu yeni gelen hökümet acaba Tütün baş fiyatlarını  Yüskek mi duta alçak mı Ne diyon sen hele Hüseyin çavuş Vallahül azim ben ne deyem şimdi Ben bilirim bilirim onu sölerim Gulaklerin sözüne  Osmannının ipiynen inme sakın guyuya Bindik Bi Alamete Gedeyoz Gıyamete  Hemide oynayıverekten Bindik Bi Alamete Gedeyoz Gıyamete,negative,0.949760675430298
Cem Karaca,Bütün dünya nimetini tattın işte gidiyorsun Sonunda ecel şerbeti içtin işte Sorarım sen hayatında ne yaptın doğrudan yana Sorarım sen hayatında ne yaptın gerçekten yana En sonunda dört kolluya bindin işte gidiyorsun Beş parmak bir olmaz derdin yoksula güler geçerdin Kefende cep yok demiştim giydin işte Kefende cep yok demiştim giydin işte naber Yaşadın hiç aldırmadan kazandın hep yorulmadan Bu dünyanın anasını sattın ama gidiyorsun,positive,0.9962722063064576
Cem Karaca,Bir of çeksem karşıkı dağlar yıkılır  Bugün posta günü canım sıkılır  Sıkılır aman aman aman  Ellerin mektubu gelmiş okunur  Benim yüreğime hançer sokulur  Sokulur aman aman aman  Şu karşıki dağda bir top kar idim  Yağmur yağdı ılgıt ılgıt eridim  Eridim aman aman aman  Evvel yarin sevgilisi ben idim  Şimdi uzaklardan ben oldum  Sebebim aman aman aman,negative,0.6994171142578125
Cem Karaca,Bu gün okul yok artık çocuklar Ama yarın mutlaka açılır Ellerimi hemen kavuşturmayın ne olur Bırakın bırakın bırakın biraz daha yatayım Başıma değen taşlar çocuklar Şakağımdan sızan kan Ağlamayın ağlamayın ağlamayın çocuklar O ellerde bir gün kırılır Kapatın gözlerimi bağlayın çenemi Ben toprağa hazırım Yanında yer ayır Kubilay Teğmenim Yoksul bir köyde öğretmenim Biliyorum bütün kabahat bende öğretmen oluşumda Ve saklamamamda aydınlık düşüncelerimi Ama ben Cumhuriyette doğdum Cumhuriyet çocuğuyum Olamaz öğretmen oluşum suçum,negative,0.954808235168457
Cem Karaca,Hiçbir kadın hiçbir erkeği ve hiçbir erkek hiçbir kadını Bu biçim bu biçim sevmedi Yokluğu ekmeğe katık edip sevgiyi açlığa eklemedi Gözyaşlarının hiçbir teki bu biçim düşmedi Böylesine dolu dolu dolu ağlamadı hiçbir kucakta hiçbir baş  Ve hiçbir elveda bugüne dek bu biçim söylenmedi Hiçbir akşam o akşam gibi kanarcasına batmadı o güneş Ve hiçbir güneş onları bir daha bu biçimgörmedi Hiçbir kadın dedim ya hiçbir erkeği ve hiçbir erkek Hiçbir kadını bu biçim bu biçim bu biçim sevmedi,positive,0.5413753390312195
Cem Karaca,Bugün sen çok gençsin yavrum  Hayat ümit neşe dolu  Mutlu günler vaad ediyor  Sana yıllar ömür boyu  Ne yalnızlık ne de yalan üzmesin seni  Doğarken ağladı insan bu son olsun bu son Doğarken ağladı insan bu son olsun bu son,positive,0.9943349361419678
Cem Karaca,Canım benim Sarı kara bir sansar olmak mı iyi  Bir tilki mi  Ya da o lacivert rüzgarlarına basmak  Gönül yelkenini  O bizim denizlerin  Yağmuruyla karıyla ve güneşiyle  Sevmek mi doğuşu  Ve nice güzelmiş demek mi  Yorulup yaşamakla sarmaş dolaş  Zorlu havalar sonrası  Kuytu koy dingilliğinde  Beraber türküler söylemek mi  Yalnız yakını ve kolayı sevmek mi murat  Bu ne yangın yeri geride kalan demek mi  Canım benim  Seni böyle özlemek mi  Özlememek mi,positive,0.6700826287269592
Cem Karaca,Başım köpük köpük bulut içim dışım deniz Ben bir ceviz ağacıyım Gülhane Parkında Budak budak serham serham ihtiyar bir ceviz Ne sen bunun farkındasın ne polis farkında Ben bir ceviz ağacıyım Gülhane Parkında Ne sen bunun farkındasın ne de polis farkında  Ben bir ceviz ağacıyım Gülhane Parkında Yapraklarım suda balık gibi kıvıl kıvıl Yapraklarım ipek mendil gibi tiril tiril Koparıver gözlerinin gülüm yaşını sil Ben bir ceviz ağacıyım Gülhane Parkında Ne sen bunun farkındasın ne de polis farkında  Yapraklarım ellerimdir tam yüz bin elim var Yüz bin elle dokunurum sana İstanbula Yapraklarım gözlerimdir şaşarak bakarım Yüz bin gözle seyrederim seni İstanbulu Yüz bin yürek gibi çarpar çarpar yapraklarım Ben bir ceviz ağacıyım Gülhane Parkında Ne sen bunun farkındasın ne de polis farkında,positive,0.9742987751960754
Cem Karaca,Kalktı göç eyledi avşar illeri  Ağır ağır giden eller bizimdir  Arap atlar yakın eder ırağı  Yüce dağdan aşan yollar bizimdir  Belimizde kılıcımız kirmani  Taşı deler mızrağımın temreni  Hakkımızda devlet etmiş fermanı  Ferman padişahın dağlar bizimdir  Dadaloğlu yarın kavga kurulur  Öter tüfek davlumbazlar vurulur  Nice koçyiğitler yere serilir  Ölen ölür kalan sağlar bizimdir,positive,0.9598481059074402
Cem Karaca,Kiz öyle gezmeince basmaadin dansöz edilir  Sendeki isve anamda olsa babam geri dirilir  Domur domur emceklerin mindanini gerdirir  Sendeki isve anamda olsa babam geri dirilir  Seni bana mevlam degil kendim kendime yazdim  Tabancamin kabzasina adin biçakla gazidim  Ben eskiden uslu idim seni gördümde azdim  Tabancamin kabzasina adin biçakla gazidim  Ak undan ekmek gibi yumusak ellerin oy ellerin  Bademmi ezdin balmi süzdün dillerin oy dillerin  Sensiz iflah olabilmez hallerim oy hallerim  Badem mi ezdin bal mi süzdün dillerin oy dillerin,positive,0.7942315936088562
Cem Karaca,Güzel aşık cevherimizi çekemezsin demedim mi  Bu bir rıza lokmasıdır yiyemezsin demedim mi  Demedim mi ah demedim mi yiyemezsin demedim mi  Demedim mi deme demedim mi yiyemezsin demedim mi  Yemeyenler kalır nacar gözlerinden kanlar saçar  Bu bir demdir gelir geçer duyamazsın demedim mi  Demedim mi ah demedim mi duyamazsın demedim mi  Demedim mi deme demedim mi duyamazsın demedim mi  Çıkalım meydan yerine gidelim dostun seyrine  Canım aşık hak yoluna koyamazsın demedim mi  Demedim mi ah demedim mi koyamazsın demedim mi  Demedim mi deme demedim mi koyamazsın demedim mi,positive,0.9953283071517944
Cem Karaca,Deniz üstü köpürür  Hey canım rinna nay rinna rinna nay  Kayığa da binsem götürür  Hey canım hey  Benim de şu cihana gelişim  Hey canım rinna nay rinna rinna nay  Bir güzelden ötürü  Hey canım hey Deniz üstü yelkenden  Hey canım rinna nay rinna rinna nay  Ecel geldi erkenden  Hey canım hey Denizin ortasında  Hey canım rinna nay rinna rinna nay  Mum yanar sofrasında  Hey canım hey  Benim de şu cihandan gidişim  Hey canım rinna nay rinna rinna nay  Memleket sevdasından  Hey canım hey Benim de bu cihandan gidişim  Hey canım rinna nay rinna rinna nay Memleket sevdasından Hey canım hey hey heyy,negative,0.7261210680007935
Cem Karaca,Deşer de Geçer  Buz gibi bir neşter darbesi  Senin bu ihanetin  Sımsıcak kanayan yaramı  Yarar da diri diri  Deşer de geçer  Gözlerim sanki patlamış kan çıbanları  Akan gözyaşlarım değil asla  Kanlı bir irin gibidir  Ellerimden kopan eller  Senin ellerin ise  Ellerimden kopan eller  Senin ellerin ise  Gittiğin o gecenin  O korkunç ıssızlığında  Ihanetinetimin çırılçıplağında  Sinsice dolaşankapkara,positive,0.9339590072631836
Cem Karaca,oğul eskiden hak deyince akan sular dururdu şimdi dünya değişti gücü yeten yetene savaş demişler buna oğul yasası yok yasağı yok töresi yok tövbesi yok dost hakkına dokunma düşman kanı sorulmaz dost hakkına dokunma obama göz dikenler kavgayı hak ederler dost hakkına dokunma düşman kanı sorulmaz dost hakkına dokunma dost kanı yerde kalmaz,positive,0.9704331755638124
Cem Karaca,Dur be yeter geri kafa  Öküz altı buzağı olmaz  Bu gençliğe yurt emanet vallah billah  Düşünmesi yasak olmaz  Öpüşmesi yasak olmaz  Dur be yeter kıl bürokrat  Kendi gölgen bela olmaz  Yasa deyip vatandaşa vallah billah  Git yarın gel demek olmaz  Dur be yeter dar kafalı  Fabrikasyon insan olmaz  Aynı biçim elbiseler vallah billah  Kimine uyar kimine uymaz  Kimi karadır kimi aldır vallah billah At gözlüklü iflah olmaz  Dur be yeter gamlı baykuş  Bu memleket batıyor olmaz  Vıcık vıcık didik didik vallah billah  On parmakta kara olmaz  Biraz sevgi ve hoşgörü vallah billah  Ümit yoksa yarın olmaz  Dur beter kul KARACAM  Böyle garip şarkı olmaz  Televizyon ve radyoda vallah billah  Böyle şarkı tövbe olmaz  Etme ustam olmaz olmaz vallah billah  Olmaz deme olmaz olmaz,negative,0.9828186631202698
Cem Karaca,Koyun beni hak aşkına yanayım  Dönen dönsün ben dönmesem yolumdan  Yolumdan dönüp mahrum mu kalayım  Dönen dönsün ben dönmezsem yolumdan  Kadılar müftüler fetva yazarsa  İşte kement işte boynum asarsa  İşte hançer işte boynum keserse  Dönen dönsün ben dönmesem yolundam  Pir sultanım arşa çıkar ünümüz  Oda bizim ulumuzdur pirimiz  Hakka teslim olsun garip canımız  Dönen dönsün ben dönmezsem yolumdan,negative,0.6381901502609253
Cem Karaca,Dağ başına vardım gülleri çoktur  Güzeller geliyor sevdiğim yoktur  Edalı gelin şalvarlı gelin öldürdün beni  Şu derenin alucundan ucundan  Aman şu derenin alucundan ucundan  Bana varsan ölürmüydün acından  Edalı gelin şalvarlı gelin  Yüksek elvanlarımı bülbüller öter  Bülbülün figanı bağrımı deler  Ne biçim yürekmiş bu baboy  Teper ha teper teper teper  Yolumuz gurbete düştü halimiz beter,negative,0.9943951368331908
Cem Karaca,El çek tabip el çek yarem üstündün  Sen benim derdime deva bilmezsin  Sen nasıl tabipsin yoktur ilacın  Yarem yürektedir sarabilmezsin  İçerim yanıyor gönlüm havayı  Çekmeyen ne bilir aşkı sevdayı  Yıktın harabettin gönlüm sarayı  Daha bir taşını koyabilmezsin  Emrahı dinledin benim gözlerim  Muhabbetin can evimde gizlidir  Ne durursun ağla ağla gözlerim  Bir daha yarini göebilmezsin,positive,0.6366192102432251
Cem Karaca,Karşıda kürt evleri  Ah leylim vah leylim emmioğlu  Yayılır develeri beyoğlu  Yayılır develeri dayıoğlu  Emmioğlu ele benzer emmioğlu  Boyu fidana benzer dayıoğlu  Boyu çimene benzer beyoğlu  Diyarbakır Şadakar  Ah leylim vah leylim emmioğlu  Urfa Mardine bakar beyoğlu  Urfa Mardine bakar dayıoğlu Emmioğlu ele benzer emmioğlu  Boyu fidana benzer dayıoğlu  Boyu çimene benzer beyoğlu  Şu Urfanın kızları  Ah leylim vah leylim emmioğlu  Kibritsiz kandil yakar dayıoğlu  Kibritsiz kandil yakar beyoğlu  Emmioğlu ele benzer emmioğlu  Boyu fidana benzer dayıoğlu  Boyu çimene benzer beyoğlu,negative,0.8817406296730042
Cem Karaca,Sabahtan uğradım ben bir fidana Dedim mahmur musun dedi ki yok yok Ak ellerin boğum boğum kınalı Dedim bayram mıdır söyledi yok Yok yok yok yok yok Ak ellerin boğum boğum kınalı Dedim bayram mıdır söyledi yok Yok yok Dedim inci nedir dedi dişimdir Dedim kalem nedir oy dedi kaşımdır Dedim ak memeler oy dedi koynumda Dedim ver öpeyim söyledi yok Yok yok yok yok yok Dedim ak memeler oy dedi koynumda Dedim ver öpeyim söyledi yok Yok yok Yok yok yok Dedim ölüm nedir oy dedi boynumda Dedim gel ölelim be söyledi yok  Yok yok yok yok yok Dedim ölüm nedir oy dedi boynumda Dedim gel ölelim be söyledi yok,positive,0.8437972664833069
Cem Karaca,Ömrüm şu biten neşvesi tam olsun erenler  Son meclisi can üstüne can olsun erenler  Şükranla veda ettiğimiz canı fenaya  Son fendimiz ahlafa devam olsun erenler  Caizse harabatı ilahide de her şey  Yaram yinerim gamı kiram olsun erenler  Tekrar münakip oluruz bezmi ezelden  Evvel giden ahbaba selam olsun erenler,positive,0.901980757713318
Cem Karaca,Hastayım ah hastayım Hastasın ah hastasın Hastadır ah hastadır Palavra palavradır Efendilerin şahı İyileş bir an önce Geberteceğim seni İplerim çözülünce Ey kadı hazretleri Neler söylüyor bakın Bu adamı asın da Sunuhiyi bırakın Çok yaşamam ki artık Bıraksanız da beni nasıl bulurum nasıl Ben senin gibisini Rukiyemi satmadım Gönlüm ferah alnım ak Babam demez doğrarım Ulan namussuz alçak Ey kadı hazretleri Neler söylüyor bakın Bu adamı asın da Sunuhiyi bırakın Ey itibarlı adam Vefalı dostum benim Şu dava bitsin artık emin eve gidelim gidelim atılacak Birazdan iftar topu Başlatma iftarından Ulan sürtük orospu Ey kadı hazretleri Neler söylüyor bakın Bu adamı asın da Sunuhiyi bırakın Benden size yüz altın Benden eşsiz bir sofra Benden kürklü bir cübbe Benden de hayır dua Ya sen ne vereceksin eh buluruz bir şeyler Kıtır kıtır kesmeli Sizleri birer birer Ey kadı hazretleri Neler söylüyor bakın Bu adamı asın da Sunuhiyi bırakın,negative,0.9932277798652648
Cem Karaca,Altın kafes idi benim durağım Dost elinden yaralandı yüreğim Evvel yakın idim kardaş oy ninem oy şimdi ırağım Felek beni nazlı yardan ayırdı Kumaş olsam arşın arşın yırtılsam Köle olsam çarşılarda pazarlarda satılsam Vadem yetmedi ki kardaş oy ninem oy ölsem kurtulsam Felek beni nazlı yardan ayırdı Söz  Karacaoğlan  Müzik  Cem Karaca Süper  ,negative,0.83668452501297
Cem Karaca,Gecenin karasını Giyinmiş bahtım Baharın sesi kısık Kış bağır bağır Yüreğimde bir bıçak Sensizlik kadın Dudaklarınla ismimi Söyle ah,negative,0.9903618097305298
Cem Karaca,Ay gibisin mübarek doğdun yarı geceme  Gir şu garip gönlüme sultanım ol gel gel gel  Sustu benim dillerim kilit vurdun heceme  Sensiz tutmaz dizlerim dermanım ol  Gel gel gel gel gel gel  Gel efendim gel gel gel sultanım ol gel  Gel efendim gel gel gel mihmanım ol gel  Huri gibi yürür gelir yarim salını salını  Bin kerre sarsamda doymam ince belini belini  Bal akar dilim emerken tatlı dilini dilini  Sensiz hastayım ümitsiz lokmanım ol Gel gel gel gel gel gel gel gel gel  Gel efendim gel gel gel lokmanım ol gel  Gel efendim gel gel gel sultanım ol gel  Kul karacam aşıkhı ali deli gönlüm çoşar taşar  Sele benzer sevdalanmak kendi yatağını aşar  Dur denilmez gayrı bana gönlüm saraylarda yaşar  Sensiz ölümüm yakınsa fermanım ol  Gel gel gel gel gel gel gel gel gel  Gel efendim gel gel gel sultanım ol gel  Gel efendim gel gel gel cananım ol gel,positive,0.6691994071006775
Cem Karaca,Camların üstünde gece ve kar Bembeyaz karanlıkta parlayan raylar Uzaklaşıp kavuşulmamayı hatırlatıyorlar İstasyonun  Mevki bekleme salonunda Siyah başörtülü bir kadın yatıyor Ben dolaşıyorum Gece ve kar pencerelerde Bir şarkı söylüyorlar içerde Bu giden kardeşimin en sevdiği şarkıydı En sevdiği şarkı en sevdiği şarkı En sevdiği En Kardeşler bakmayın gözlerime Ağlamak geliyor içimden Gece ve kar pencerelerde Bir şarkı söylüyorlar içerde,positive,0.9888217449188232
Cem Karaca,Sana derim sana Hasan kalesi  Alt yanımda dövüş oldu cenk oldu cenk oldu  Yiğit olan yiğit çıktı meydana  Koç yiğitler arap ata bin oldu bin oldu  Akşam ki gördüğüm şu kara düşler  Hesaba gelmedi kesilen başlar o başlar  Eğerler atımı küçük gardaşlar  Hünkar tarafından bize emroldu emroldu  Aksamınan ikindinin arası  Aldı beni şu düşmanın yarası yarası  Ecel geldi ölmemizin sırası  Ağladı el oba gözü kan doldu kan doldu  Dadaloğlum dertli belim büküldü  Gözümün cevheri yere döküldü döküldü  Üçyüz atlı ile cenge dikildi  Yüzü geldi ikiyüzü şeht oldu şeht oldu,negative,0.9898777604103088
Cem Karaca,Koşa koşa gelip uzak Asyadan  Akdenize bir kısrak başı gibi uzanan  Bu memleket bizim  Bilekler kan içinde dişler kenetli  Ayaklar çıplak  Ve ipek bir halıya benzeyen toprak  Bu cennet bu cehennem bizim  Kapansın el kapıları bir daha açılmasın  Yok edin insanın insana kulluğunu  Bu davet bizim  Yaşamak bir ağaç gibi  Tek ve hür  Ve bir orman gibi kardeşçesine  Bu hasret bizim,negative,0.5710689425468445
Cem Karaca,Hayvan terli terli terli  Terli hayvan yemi yermi ııhı ıh  Üzülenler bu düzende hep de aynı hep de aynı  Gemler sende olsa bile  Bu yem yenmez bile bile  Hayvan terli bu düzende  Bugün varsan yarın yoksun  Tarih oku bilgin artsın  Sen dünyadan bihabersen Söyle beyim atlar ne yapsın  Hayvan terli terli terli  Terli hayvan yemi yermi ı ıh ı ıh  Üzülenler bu düzende hep de aynı hep de aynı  Aynı mı kalacak aynı mı  Aynı mı kalacak aynı mı,negative,0.9973660111427308
Cem Karaca,Dur Bırak Kaynasın kahvenin suyu  Bana İstanbulu anlat nasıldı  Bana boğazı anlat nasıldı  Haziran titreyişleri kaçak yağmurlar ardı  Yıkanmış kurunur muydu yine o yedi tepe  Ana şefkati gibi sıcak güneşte  İnsanlar gülüyordu de  Trende vapurda otobüste  Yalanda olsa hoşuma gidiyor söyle  Hep kahır hep kahır hep kahır hep kahır  Bıktım be  Dur Bırak kalsın açma televizyonu  Bana İstanbulu anlat nasıldı  Şehirlerin şehrini anlat nasıldı  Beyoğlu sırtlarından yasak gözlerimle bakıp  Köprüler Sarayburnu Minareler ve Halice  Deyiverdim mi bir merhaba gizlice İnsanlar gülüyordu de  Trende vapurda otobüste  Yalanda olsa hoşuma gidiyor söyle  Hep kahır hep kahır hep kahır hep kahır  Bıktım be Dur Bırak Kımıldama kal biraz öylece ne olur  Kokun İstanbul gibidir  Gözlerin İstanbul gecesi  Şimdi gel sarıl sarıl bana kınalım  Gök kubbenin altında orda da beraber  Çok şükür diyerek yeniden başlamanın hayali  Hasretimin çölünde sanki bir pınar gibi  İnsanlar gülüyordu de  Trende vapurda otobüste  Yalanda olsa hoşuma gidiyor söyle  Hep kahır hep kahır hep kahır hep kahır  Bıktım be,negative,0.9291330575942992
Cem Karaca,Gönlümle başbaşa düşündüm demin  Artık bir sihirsiz nefes gibisin  Şimdi taa içinde bomboş kalbimin  Akisleri sönen bir ses gibisin  Maziye karışıp sevda yeminim  Bir anda unuttum seni eminim  Kalbimde kalbine yok bile kinim  Bence artık sende herkes gibisin,positive,0.8931785821914673
Cem Karaca,Senin dudaklarin pembe  Ellerin beyaz  Al tut ellerimi bebek  Tut biraz  Benim dogdugum köylerde  Ceviz agaclari yoktu  Ben bu yuzden serinlige hasretim  Okşa biraz  Benim dogdugum köylerde  Bugday tarlalari yoktu  Dagit saclarini bebek  Savur biraz  Benim dogdugum köylerde  Şimal ruzgarlari eserdi Ve bu yuzden dudaklarim çatlaktir  Öp biraz  Benim dogdugum köyleri  Aksamlari eskiyalar basardi  Ben bu yuzden yalnizligi hic sevmem  Konus biraz  Benim dogdugum köylerde  İnsanlar gulmesini bilmezdi  Ben bu yuzden boyle naçar kalmisim  Güldür biraz  Sen Türkiyem gibi aydinlik ve güzelsin  Benim dogdugum koylerde guzeldi  Sen de anlat dogdugun yerleri  Anlat biraz,negative,0.5169925689697266
Cem Karaca,Hoşgeldin kadınım benim hoşgeldin Yorulmuşsundur nasıl etsemde yıkasam ayacıklarını Ne gül suyum ne gümüş leğenim var Susamışsındır buzlu şerbetim yok ki ikram edeyim Susamışsındır susamışsındır Acıkmışsındır sana beyaz keten örtülü sofralar kuramam Memleket gibi esir ve yoksuldur odam Acıkmışsındır acıkmışsındır Hoşgeldin kadınım benim hoşgeldin Ayağını bastın odama kırk yıllık beton çayır çimen şimdi Güldün güller açtı penceremin demirlerinde Ağladın avuçlarıma döküldü inciler Gönlüm gibi zengin hürriyet gibi aydınlık oldu odam Hoşgeldin kadınım benim hoşgeldin,positive,0.8825843930244446
